collection,model,query,aggregator,NDCG_10
cw09,3b,68,Additive,0.0884104856384034
cw09,3b,69,Additive,
cw09,3b,70,Additive,0.14982420171299154
cw09,3b,71,Additive,0.3001985350326681
cw09,3b,72,Additive,0.8145541331097471
cw09,3b,73,Additive,0.4855917196377427
cw09,3b,74,Additive,0.034715610968388634
cw09,3b,75,Additive,0.48791230811719705
cw09,3b,76,Additive,0.2371756481584347
cw09,3b,77,Additive,
cw09,3b,78,Additive,0.4072093633094873
cw09,3b,79,Additive,0.2676089478795716
cw09,3b,80,Additive,0.9305687780632227
cw09,3b,81,Additive,0.32109336333445043
cw09,3b,82,Additive,0.3370057868934612
cw09,3b,83,Additive,0.6110795541245936
cw09,3b,84,Additive,0.6464810106741413
cw09,3b,85,Additive,
cw09,3b,86,Additive,0.6940839732148782
cw09,3b,87,Additive,0.2727505055462007
cw09,3b,88,Additive,0.11972042840130757
cw09,3b,89,Additive,0.977915258848537
cw09,3b,90,Additive,0.5542399644042607
cw09,3b,91,Additive,0.5318103940994758
cw09,3b,92,Additive,0.45103765371812643
cw09,3b,93,Additive,
cw09,3b,94,Additive,
cw09,3b,96,Additive,0.1872458038144264
cw09,3b,97,Additive,0.7140413135603717
cw09,3b,98,Additive,0.5552544577369608
cw09,3b,99,Additive,0.42371186068696803
cw09,3b,101,Additive,0.47173426263385176
cw09,3b,102,Additive,0.4382357865819876
cw09,3b,103,Additive,0.933745776545611
cw09,3b,104,Additive,0.24573132854020638
cw09,3b,105,Additive,0.759480641945627
cw09,3b,106,Additive,0.08879873949105596
cw09,3b,107,Additive,0.4400342300481208
cw09,3b,108,Additive,0.6411577012087039
cw09,3b,109,Additive,0.09478836436955078
cw09,3b,110,Additive,0.31005750730366605
cw09,3b,111,Additive,0.30413889353689927
cw09,3b,112,Additive,
cw09,3b,113,Additive,
cw09,3b,114,Additive,0.30734064934446864
cw09,3b,115,Additive,
cw09,3b,116,Additive,1.0
cw09,3b,117,Additive,0.44942956209842416
cw09,3b,118,Additive,0.5914777141615228
cw09,3b,119,Additive,0.42021722679557794
cw09,3b,120,Additive,0.15192816345288027
cw09,3b,121,Additive,0.9057779239361422
cw09,3b,122,Additive,
cw09,3b,123,Additive,0.6523860733925986
cw09,3b,124,Additive,0.2891042799487654
cw09,3b,125,Additive,0.0637746369639018
cw09,3b,126,Additive,
cw09,3b,127,Additive,0.03668196104968002
cw09,3b,128,Additive,0.4185401110483352
cw09,3b,129,Additive,0.6037457407573942
cw09,3b,130,Additive,0.37574719213263447
cw09,3b,131,Additive,0.1192595584682712
cw09,3b,132,Additive,0.2822970277741067
cw09,3b,133,Additive,0.8701249883466592
cw09,3b,134,Additive,0.3379841448267984
cw09,3b,135,Additive,0.3379680345449381
cw09,3b,136,Additive,0.1530187522989332
cw09,3b,137,Additive,0.39756340066476814
cw09,3b,138,Additive,0.5626475208496899
cw09,3b,139,Additive,0.21324101872937895
cw09,3b,140,Additive,0.42104199400651765
cw09,3b,141,Additive,
cw09,3b,142,Additive,0.22009176629808017
cw09,3b,143,Additive,0.7104770117651426
cw09,3b,144,Additive,0.582109793153164
cw09,3b,145,Additive,0.308232367127051
cw09,3b,146,Additive,0.3053157659172755
cw09,3b,147,Additive,0.744641799375165
cw09,3b,148,Additive,0.33942489138654675
cw09,3b,149,Additive,0.25469837558210445
cw09,3b,150,Additive,
cw09,3b,151,Additive,0.5509543506051995
cw09,3b,152,Additive,
cw09,3b,153,Additive,0.3031716350809599
cw09,3b,154,Additive,0.40543449888181093
cw09,3b,155,Additive,0.17498338897571045
cw09,3b,156,Additive,0.33639566209492994
cw09,3b,157,Additive,0.05892905554841763
cw09,3b,158,Additive,0.05502294157452004
cw09,3b,159,Additive,0.1487639058405727
cw09,3b,160,Additive,
cw09,3b,161,Additive,
cw09,3b,162,Additive,0.29673051330995215
cw09,3b,163,Additive,0.5697121908719032
cw09,3b,164,Additive,0.20483424751859086
cw09,3b,165,Additive,0.44012112864249103
cw09,3b,166,Additive,
cw09,3b,167,Additive,0.3415801668878868
cw09,3b,168,Additive,0.4185331453152629
cw09,3b,169,Additive,0.11109347610610394
cw09,3b,170,Additive,
cw09,3b,171,Additive,0.48289223953381394
cw09,3b,172,Additive,0.20990890296552295
cw09,3b,173,Additive,0.24599052858185635
cw09,3b,174,Additive,0.42333070005078094
cw09,3b,175,Additive,0.6112816871079801
cw09,3b,176,Additive,0.15663644636969712
cw09,3b,177,Additive,
cw09,3b,178,Additive,0.284449351231739
cw09,3b,179,Additive,
cw09,3b,180,Additive,0.10797262293219943
cw09,3b,181,Additive,0.10597319392448895
cw09,3b,182,Additive,0.16981608151969793
cw09,3b,183,Additive,0.08977725304875586
cw09,3b,184,Additive,0.5462574254588144
cw09,3b,185,Additive,0.09867334901676128
cw09,3b,186,Additive,0.5363321806630534
cw09,3b,187,Additive,0.22505265672440827
cw09,3b,188,Additive,
cw09,3b,189,Additive,0.5355710800415147
cw09,3b,190,Additive,0.07015764472201493
cw09,3b,191,Additive,0.1143879316142196
cw09,3b,192,Additive,0.21688885474003491
cw09,3b,193,Additive,0.465487757178264
cw09,3b,194,Additive,0.15752115221365287
cw09,3b,195,Additive,
cw09,3b,196,Additive,0.1987208331680141
cw09,3b,197,Additive,0.5402752962181537
cw09,3b,198,Additive,0.05654684911719397
cw09,3b,199,Additive,0.41817335099968245
cw09,3b,200,Additive,0.36189649990331424
cw09,3b,1,Kwiksort,0.6710506888131277
cw09,3b,2,Kwiksort,0.5758810955390177
cw09,3b,3,Kwiksort,0.37433157776857895
cw09,3b,4,Kwiksort,0.06943122193677727
cw09,3b,5,Kwiksort,0.053905577064733715
cw09,3b,6,Kwiksort,0.08815005330171456
cw09,3b,7,Kwiksort,0.332586234238637
cw09,3b,8,Kwiksort,0.46065020313324223
cw09,3b,9,Kwiksort,0.42958170780577615
cw09,3b,10,Kwiksort,0.37433157776857895
cw09,3b,11,Kwiksort,0.34207962491849225
cw09,3b,12,Kwiksort,0.29025978496956456
cw09,3b,13,Kwiksort,0.15423215925316427
cw09,3b,14,Kwiksort,0.36877650810534796
cw09,3b,15,Kwiksort,0.7654999533396626
cw09,3b,16,Kwiksort,0.2236942887882045
cw09,3b,17,Kwiksort,0.4257074037021764
cw09,3b,18,Kwiksort,0.7353797772725617
cw09,3b,19,Kwiksort,
cw09,3b,20,Kwiksort,
cw09,3b,21,Kwiksort,0.35313094589660354
cw09,3b,22,Kwiksort,0.42151237439886186
cw09,3b,23,Kwiksort,0.2910024857916872
cw09,3b,24,Kwiksort,0.20285243248997264
cw09,3b,25,Kwiksort,0.4904048905289639
cw09,3b,26,Kwiksort,0.3553797157872476
cw09,3b,27,Kwiksort,0.5159160734036194
cw09,3b,28,Kwiksort,0.933745776545611
cw09,3b,29,Kwiksort,0.219965244985609
cw09,3b,30,Kwiksort,0.42672834421907696
cw09,3b,31,Kwiksort,0.45181497545697547
cw09,3b,32,Kwiksort,0.1689920724133992
cw09,3b,33,Kwiksort,0.5471669937220981
cw09,3b,34,Kwiksort,0.2409499202625778
cw09,3b,35,Kwiksort,0.29630250920737
cw09,3b,36,Kwiksort,0.5532879600704806
cw09,3b,37,Kwiksort,
cw09,3b,38,Kwiksort,0.36428279199524105
cw09,3b,39,Kwiksort,0.31488013066763093
cw09,3b,40,Kwiksort,0.5771141972709302
cw09,3b,41,Kwiksort,0.6337603103962112
cw09,3b,42,Kwiksort,0.12973219059467986
cw09,3b,43,Kwiksort,0.29746100981655854
cw09,3b,44,Kwiksort,0.32086199475719845
cw09,3b,45,Kwiksort,0.5442719694423432
cw09,3b,46,Kwiksort,0.32738576003457487
cw09,3b,47,Kwiksort,0.44819280790494953
cw09,3b,48,Kwiksort,0.04538697066857469
cw09,3b,49,Kwiksort,0.12761504169186882
cw09,3b,50,Kwiksort,0.19915637326281077
cw09,3b,51,Kwiksort,0.33271911031186524
cw09,3b,52,Kwiksort,0.16311746662453688
cw09,3b,53,Kwiksort,0.32686930816145754
cw09,3b,54,Kwiksort,0.6613633130236545
cw09,3b,55,Kwiksort,0.49161479881364656
cw09,3b,56,Kwiksort,0.20811050070290496
cw09,3b,57,Kwiksort,0.29858818352959515
cw09,3b,58,Kwiksort,0.691398370107009
cw09,3b,59,Kwiksort,0.39327839964630634
cw09,3b,60,Kwiksort,0.334620642665883
cw09,3b,61,Kwiksort,0.3531507081935263
cw09,3b,62,Kwiksort,0.048951343720214306
cw09,3b,63,Kwiksort,0.09330056740782033
cw09,3b,64,Kwiksort,0.5947715425514313
cw09,3b,65,Kwiksort,0.6042380305135213
cw09,3b,66,Kwiksort,
cw09,3b,67,Kwiksort,0.6542982075294818
cw09,3b,68,Kwiksort,0.04994140057099718
cw09,3b,69,Kwiksort,
cw09,3b,70,Kwiksort,
cw09,3b,71,Kwiksort,0.15011563569563577
cw09,3b,72,Kwiksort,0.44819280790494953
cw09,3b,73,Kwiksort,0.6181765223109117
cw09,3b,74,Kwiksort,0.039199134489337664
cw09,3b,75,Kwiksort,0.3815602569127559
cw09,3b,76,Kwiksort,0.5551900395973338
cw09,3b,77,Kwiksort,
cw09,3b,78,Kwiksort,0.15595114844424365
cw09,3b,79,Kwiksort,0.352871423609559
cw09,3b,80,Kwiksort,0.9216017310213246
cw09,3b,81,Kwiksort,0.41348611910711836
cw09,3b,82,Kwiksort,0.4207830220975147
cw09,3b,83,Kwiksort,0.13028549369740702
cw09,3b,84,Kwiksort,0.858143722751484
cw09,3b,85,Kwiksort,0.04018236723749466
cw09,3b,86,Kwiksort,0.6508364098525439
cw09,3b,87,Kwiksort,0.19492578050501283
cw09,3b,88,Kwiksort,0.23487789750043464
cw09,3b,89,Kwiksort,0.4930286959748557
cw09,3b,90,Kwiksort,0.22824892916202852
cw09,3b,91,Kwiksort,0.5793654312508291
cw09,3b,92,Kwiksort,0.10889339568010444
cw09,3b,93,Kwiksort,0.03127403244801508
cw09,3b,94,Kwiksort,0.08514311764162098
cw09,3b,96,Kwiksort,0.11144519234772333
cw09,3b,97,Kwiksort,0.7031079164371823
cw09,3b,98,Kwiksort,0.24656564679401355
cw09,3b,99,Kwiksort,0.5611255171863935
cw09,3b,101,Kwiksort,0.6044324174268261
cw09,3b,102,Kwiksort,0.31957415958009056
cw09,3b,103,Kwiksort,0.6960687314028853
cw09,3b,104,Kwiksort,0.20483424751859086
cw09,3b,105,Kwiksort,0.30055347352392936
cw09,3b,106,Kwiksort,
cw09,3b,107,Kwiksort,0.06962520285192768
cw09,3b,108,Kwiksort,0.14476149411742872
cw09,3b,109,Kwiksort,
cw09,3b,110,Kwiksort,0.24637150852103537
cw09,3b,111,Kwiksort,0.425908295915703
cw09,3b,112,Kwiksort,
cw09,3b,113,Kwiksort,0.2529427027676571
cw09,3b,114,Kwiksort,0.09181541754729355
cw09,3b,115,Kwiksort,
cw09,3b,116,Kwiksort,0.5817271694072151
cw09,3b,117,Kwiksort,0.3877059798631985
cw09,3b,118,Kwiksort,0.43172801878882533
cw09,3b,119,Kwiksort,0.23308451993741225
cw09,3b,120,Kwiksort,0.13318507347192188
cw09,3b,121,Kwiksort,0.5965764695744042
cw09,3b,122,Kwiksort,0.07989569279756416
cw09,3b,123,Kwiksort,0.49180077218998747
cw09,3b,124,Kwiksort,0.2897748887949223
cw09,3b,125,Kwiksort,0.040018820013562606
cw09,3b,126,Kwiksort,
cw09,3b,127,Kwiksort,0.30589761867840604
cw09,3b,128,Kwiksort,0.3785988060390612
cw09,3b,129,Kwiksort,0.20469663385968734
cw09,3b,130,Kwiksort,0.39106221111607536
cw09,3b,131,Kwiksort,
cw09,3b,132,Kwiksort,0.8497858951269351
cw09,3b,133,Kwiksort,0.9216017310213246
cw09,3b,134,Kwiksort,0.23440650992329987
cw09,3b,135,Kwiksort,
cw09,3b,136,Kwiksort,0.42570162771012265
cw09,3b,137,Kwiksort,0.5051417294235877
cw09,3b,138,Kwiksort,0.3187939258847263
cw09,3b,139,Kwiksort,0.06943122193677727
cw09,3b,140,Kwiksort,0.3324341725240286
cw09,3b,141,Kwiksort,0.034715610968388634
cw09,3b,142,Kwiksort,0.08514311764162098
cw09,3b,143,Kwiksort,0.2032389337527008
cw09,3b,144,Kwiksort,0.44915659211264153
cw09,3b,145,Kwiksort,0.21101571757181775
cw09,3b,146,Kwiksort,0.28192888494377455
cw09,3b,147,Kwiksort,0.7775734852532749
cw09,3b,148,Kwiksort,0.19426323628817185
cw09,3b,149,Kwiksort,0.07839826897867533
cw09,3b,150,Kwiksort,0.2685357229842324
cw09,3b,151,Kwiksort,0.29126502240136554
cw09,3b,152,Kwiksort,
cw09,3b,153,Kwiksort,0.10515199987887006
cw09,3b,154,Kwiksort,0.034715610968388634
cw09,3b,155,Kwiksort,0.3827160388385182
cw09,3b,156,Kwiksort,0.4486760846901602
cw09,3b,157,Kwiksort,
cw09,3b,158,Kwiksort,0.17167879577456477
cw09,3b,159,Kwiksort,0.07336392209936005
cw09,3b,160,Kwiksort,
cw09,3b,161,Kwiksort,
cw09,3b,162,Kwiksort,0.1105301345403024
cw09,3b,163,Kwiksort,0.576333243491575
cw09,3b,164,Kwiksort,0.2532954041105318
cw09,3b,165,Kwiksort,0.4288178236664545
cw09,3b,166,Kwiksort,
cw09,3b,167,Kwiksort,0.4146686773080637
cw09,3b,168,Kwiksort,0.34749545493131456
cw09,3b,169,Kwiksort,0.4337670667647557
cw09,3b,170,Kwiksort,
cw09,3b,171,Kwiksort,0.11114568780548788
cw09,3b,172,Kwiksort,0.24504271787392484
cw09,3b,173,Kwiksort,0.2584819094927101
cw09,3b,174,Kwiksort,0.23656083827778634
cw09,3b,175,Kwiksort,0.6287487616121976
cw09,3b,176,Kwiksort,0.022160383834768135
cw09,3b,177,Kwiksort,
cw09,3b,178,Kwiksort,0.38363315291837646
cw09,3b,179,Kwiksort,
cw09,3b,180,Kwiksort,0.2742840623134147
cw09,3b,181,Kwiksort,
cw09,3b,182,Kwiksort,0.3579703085800246
cw09,3b,183,Kwiksort,0.1402429080577029
cw09,3b,184,Kwiksort,0.06943122193677727
cw09,3b,185,Kwiksort,0.168848910094362
cw09,3b,186,Kwiksort,0.6731192552519735
cw09,3b,187,Kwiksort,0.1723104823515922
cw09,3b,188,Kwiksort,0.04099602756129902
cw09,3b,189,Kwiksort,0.7503359712972109
cw09,3b,190,Kwiksort,0.1977243181041214
cw09,3b,191,Kwiksort,
cw09,3b,192,Kwiksort,0.2920338063422198
cw09,3b,193,Kwiksort,0.3696089354352484
cw09,3b,194,Kwiksort,0.2565788176501856
cw09,3b,195,Kwiksort,
cw09,3b,196,Kwiksort,0.2175312470866648
cw09,3b,197,Kwiksort,0.6361049796860875
cw09,3b,198,Kwiksort,0.15864038886631637
cw09,3b,199,Kwiksort,0.3271396822588465
cw09,3b,200,Kwiksort,0.21976665068659454
cw09,3b,1,Greedy,0.37554583648870266
cw09,3b,2,Greedy,0.6611361245609774
cw09,3b,3,Greedy,0.6870930339383563
cw09,3b,4,Greedy,
cw09,3b,5,Greedy,0.548243222773277
cw09,3b,6,Greedy,0.06362078819895171
cw09,3b,7,Greedy,0.4674014014903228
cw09,3b,8,Greedy,0.2904920754695445
cw09,3b,9,Greedy,0.9182293066898518
cw09,3b,10,Greedy,0.4721128535903632
cw09,3b,11,Greedy,0.6261099809820319
cw09,3b,12,Greedy,
cw09,3b,13,Greedy,0.09456701548023279
cw09,3b,14,Greedy,0.5470550823417595
cw09,3b,15,Greedy,0.771550406077371
cw09,3b,16,Greedy,0.10030274924863172
cw09,3b,17,Greedy,0.5521177247056073
cw09,3b,18,Greedy,0.7523117738512459
cw09,3b,19,Greedy,
cw09,3b,20,Greedy,
cw09,3b,21,Greedy,0.8280104443992509
cw09,3b,22,Greedy,0.573595290676612
cw09,3b,23,Greedy,0.31934738719114036
cw09,3b,24,Greedy,0.5530762365551302
cw09,3b,25,Greedy,0.3565998166610882
cw09,3b,26,Greedy,0.32722298010546375
cw09,3b,27,Greedy,0.5984742310075548
cw09,3b,28,Greedy,0.6432970238082643
cw09,3b,29,Greedy,0.13822781788194832
cw09,3b,30,Greedy,0.5026780284062355
cw09,3b,31,Greedy,0.3874267508221444
cw09,3b,32,Greedy,0.19915637326281077
cw09,3b,33,Greedy,0.6164863042785368
cw09,3b,34,Greedy,0.47206809011869866
cw09,3b,35,Greedy,0.858143722751484
cw09,3b,36,Greedy,0.9182293066898518
cw09,3b,37,Greedy,
cw09,3b,38,Greedy,0.4603336580481022
cw09,3b,39,Greedy,0.4529708381181163
cw09,3b,40,Greedy,0.18780317009677355
cw09,3b,41,Greedy,0.687105864475562
cw09,3b,42,Greedy,0.6718108947337842
cw09,3b,43,Greedy,0.6164863042785368
cw09,3b,44,Greedy,0.41397715174615474
cw09,3b,45,Greedy,0.35462063604259114
cw09,3b,46,Greedy,0.7704650570269042
cw09,3b,47,Greedy,0.8500474841512528
cw09,3b,48,Greedy,0.18520752049799888
cw09,3b,49,Greedy,0.4188414267331521
cw09,3b,50,Greedy,0.034715610968388634
cw09,3b,51,Greedy,0.46604313522472385
cw09,3b,52,Greedy,0.042413858799301145
cw09,3b,53,Greedy,0.30314162751767587
cw09,3b,54,Greedy,0.9216017310213246
cw09,3b,55,Greedy,0.2835149363066189
cw09,3b,56,Greedy,0.06362078819895171
cw09,3b,57,Greedy,0.4618702058371845
cw09,3b,58,Greedy,0.8478333285894866
cw09,3b,59,Greedy,0.6982080723036641
cw09,3b,60,Greedy,0.5177257486329075
cw09,3b,61,Greedy,0.14975236430600836
cw09,3b,62,Greedy,0.15999267693870667
cw09,3b,63,Greedy,0.03323433267192209
cw09,3b,64,Greedy,0.6642541276289925
cw09,3b,65,Greedy,0.6846050015287846
cw09,3b,66,Greedy,0.05274731545429701
cw09,3b,67,Greedy,0.7605492223561534
cw09,3b,68,Greedy,0.0433089068463821
cw09,3b,69,Greedy,
cw09,3b,70,Greedy,0.07491210085649577
cw09,3b,71,Greedy,0.30804338373858586
cw09,3b,72,Greedy,0.787222810668719
cw09,3b,73,Greedy,0.45378132553826694
cw09,3b,74,Greedy,0.034715610968388634
cw09,3b,75,Greedy,0.7506164786363887
cw09,3b,76,Greedy,0.2616676570075611
cw09,3b,77,Greedy,
cw09,3b,78,Greedy,0.4046246046543878
cw09,3b,79,Greedy,0.2544158704401665
cw09,3b,80,Greedy,0.8454256604216017
cw09,3b,81,Greedy,0.35422047506164495
cw09,3b,82,Greedy,0.30757273489211456
cw09,3b,83,Greedy,0.6251427412115136
cw09,3b,84,Greedy,0.49891338053093276
cw09,3b,85,Greedy,
cw09,3b,86,Greedy,0.6239448560924435
cw09,3b,87,Greedy,0.22064641043431574
cw09,3b,88,Greedy,0.07925351987049051
cw09,3b,89,Greedy,1.0
cw09,3b,90,Greedy,0.7259325747192052
cw09,3b,91,Greedy,0.5318103940994758
cw09,3b,92,Greedy,0.4556007391700132
cw09,3b,93,Greedy,
cw09,3b,94,Greedy,
cw09,3b,96,Greedy,0.22919191932430882
cw09,3b,97,Greedy,0.818565997305635
cw09,3b,98,Greedy,0.5298344958142638
cw09,3b,99,Greedy,0.45295229473778587
cw09,3b,101,Greedy,0.47117398680274175
cw09,3b,102,Greedy,0.7831605534961324
cw09,3b,103,Greedy,0.905211635630449
cw09,3b,104,Greedy,0.284449351231739
cw09,3b,105,Greedy,0.7553544384760387
cw09,3b,106,Greedy,0.08473553200699412
cw09,3b,107,Greedy,0.4578182177193654
cw09,3b,108,Greedy,0.8945466420562732
cw09,3b,109,Greedy,0.11004588314904008
cw09,3b,110,Greedy,0.25395813884923674
cw09,3b,111,Greedy,0.25996941123397327
cw09,3b,112,Greedy,
cw09,3b,113,Greedy,
cw09,3b,114,Greedy,0.30076379632074124
cw09,3b,115,Greedy,
cw09,3b,116,Greedy,0.7799082337019199
cw09,3b,117,Greedy,0.5210596863758249
cw09,3b,118,Greedy,0.5914777141615228
cw09,3b,119,Greedy,0.38363315291837646
cw09,3b,120,Greedy,0.14989655971084934
cw09,3b,121,Greedy,0.9082950973757998
cw09,3b,122,Greedy,
cw09,3b,123,Greedy,0.6871016843609872
cw09,3b,124,Greedy,0.34903443154537334
cw09,3b,125,Greedy,0.07115951484599434
cw09,3b,126,Greedy,0.33596209958027784
cw09,3b,127,Greedy,0.033127111727194514
cw09,3b,128,Greedy,0.46766373063105454
cw09,3b,129,Greedy,0.5020452959332854
cw09,3b,130,Greedy,0.33333333333333337
cw09,3b,131,Greedy,0.1192595584682712
cw09,3b,132,Greedy,0.21606552939845985
cw09,3b,133,Greedy,0.8482378089219645
cw09,3b,134,Greedy,0.2583297509898471
cw09,3b,135,Greedy,0.558226059985166
cw09,3b,136,Greedy,0.1530187522989332
cw09,3b,137,Greedy,0.36066216811251617
cw09,3b,138,Greedy,0.7191184989488184
cw09,3b,139,Greedy,0.2804787021221876
cw09,3b,140,Greedy,0.46825002745262523
cw09,3b,141,Greedy,
cw09,3b,142,Greedy,0.22009176629808017
cw09,3b,143,Greedy,0.7859162856301583
cw09,3b,144,Greedy,0.6319417129963656
cw09,3b,145,Greedy,0.20276881659416646
cw09,3b,146,Greedy,0.43846857403921885
cw09,3b,147,Greedy,0.7969521416609426
cw09,3b,148,Greedy,0.3044820919554809
cw09,3b,149,Greedy,0.22009176629808017
cw09,3b,150,Greedy,
cw09,3b,151,Greedy,0.5207222631577599
cw09,3b,152,Greedy,
cw09,3b,153,Greedy,0.29690011272094086
cw09,3b,154,Greedy,0.4431463649666824
cw09,3b,155,Greedy,0.1706728379730304
cw09,3b,156,Greedy,0.33639566209492994
cw09,3b,157,Greedy,0.08148406294050627
cw09,3b,158,Greedy,0.04341666783699795
cw09,3b,159,Greedy,0.1487639058405727
cw09,3b,160,Greedy,
cw09,3b,161,Greedy,
cw09,3b,162,Greedy,0.2676786242474552
cw09,3b,163,Greedy,0.6174867709416668
cw09,3b,164,Greedy,0.1884441521277154
cw09,3b,165,Greedy,0.35716164885357715
cw09,3b,166,Greedy,
cw09,3b,167,Greedy,0.4092782724164456
cw09,3b,168,Greedy,0.37857989545541343
cw09,3b,169,Greedy,0.23375474904511553
cw09,3b,170,Greedy,
cw09,3b,171,Greedy,0.4657844790676279
cw09,3b,172,Greedy,0.2632924859032585
cw09,3b,173,Greedy,0.2896306607810407
cw09,3b,174,Greedy,0.5884674004369673
cw09,3b,175,Greedy,0.5171187044332789
cw09,3b,176,Greedy,0.14417828202886865
cw09,3b,177,Greedy,
cw09,3b,178,Greedy,0.31280477890197517
cw09,3b,179,Greedy,
cw09,3b,180,Greedy,0.08433406366815539
cw09,3b,181,Greedy,0.10597319392448895
cw09,3b,182,Greedy,0.2161281790737749
cw09,3b,183,Greedy,0.08708022213905009
cw09,3b,184,Greedy,0.5014276442746162
cw09,3b,185,Greedy,0.1257153864102106
cw09,3b,186,Greedy,0.4954137524203629
cw09,3b,187,Greedy,0.26750655083095515
cw09,3b,188,Greedy,
cw09,3b,189,Greedy,0.45222411216352115
cw09,3b,190,Greedy,0.1291493200231843
cw09,3b,191,Greedy,0.1143879316142196
cw09,3b,192,Greedy,0.21787202978068063
cw09,3b,193,Greedy,0.38329564582145387
cw09,3b,194,Greedy,0.3657527888639092
cw09,3b,195,Greedy,
cw09,3b,196,Greedy,0.19497705842547994
cw09,3b,197,Greedy,0.6567921219124737
cw09,3b,198,Greedy,0.09895699762957172
cw09,3b,199,Greedy,0.4620594522304911
cw09,3b,200,Greedy,0.5796910801929009
cw09,3b,1,PageRank,0.16136331302365456
cw09,3b,2,PageRank,0.7982688592886614
cw09,3b,3,PageRank,0.46384729228425137
cw09,3b,4,PageRank,
cw09,3b,5,PageRank,0.7432814737737077
cw09,3b,6,PageRank,0.31833954895937183
cw09,3b,7,PageRank,0.545155778742082
cw09,3b,8,PageRank,0.23810256915046174
cw09,3b,9,PageRank,0.6365622663074162
cw09,3b,10,PageRank,0.3527213324429136
cw09,3b,11,PageRank,0.5837501456765717
cw09,3b,12,PageRank,
cw09,3b,13,PageRank,0.07358744134099252
cw09,3b,14,PageRank,0.4892877788649046
cw09,3b,15,PageRank,0.8493978516976801
cw09,3b,16,PageRank,0.1635413866202963
cw09,3b,17,PageRank,0.5058406541848911
cw09,3b,18,PageRank,0.6541157825384691
cw09,3b,19,PageRank,
cw09,3b,20,PageRank,
cw09,3b,21,PageRank,0.350527793898945
cw09,3b,22,PageRank,0.6218725815380736
cw09,3b,23,PageRank,0.19724761719038952
cw09,3b,24,PageRank,0.41153941408772854
cw09,3b,25,PageRank,0.3870488999820471
cw09,3b,26,PageRank,0.3179163648520622
cw09,3b,27,PageRank,0.3242087615521866
cw09,3b,28,PageRank,0.555195914092789
cw09,3b,29,PageRank,
cw09,3b,30,PageRank,0.5032157494794696
cw09,3b,31,PageRank,0.18241254240179577
cw09,3b,32,PageRank,0.3125060920951828
cw09,3b,33,PageRank,0.55502294157452
cw09,3b,34,PageRank,0.3620376719169854
cw09,3b,35,PageRank,0.48975498632746467
cw09,3b,36,PageRank,0.7065443116025597
cw09,3b,37,PageRank,
cw09,3b,38,PageRank,0.4165390886574769
cw09,3b,39,PageRank,0.3715237797036571
cw09,3b,40,PageRank,0.14185627724851593
cw09,3b,41,PageRank,0.7444146109124877
cw09,3b,42,PageRank,0.3063991492052444
cw09,3b,43,PageRank,0.42569721111301856
cw09,3b,44,PageRank,0.505988406866337
cw09,3b,45,PageRank,0.6699016406766829
cw09,3b,46,PageRank,0.7695261902392828
cw09,3b,47,PageRank,0.8437354423892267
cw09,3b,48,PageRank,0.2882001116838787
cw09,3b,49,PageRank,0.4523452256894478
cw09,3b,50,PageRank,0.11004588314904008
cw09,3b,51,PageRank,0.42070392200532963
cw09,3b,52,PageRank,0.1196514033905449
cw09,3b,53,PageRank,0.3681013002082054
cw09,3b,54,PageRank,0.48978965863703156
cw09,3b,55,PageRank,0.2032389337527008
cw09,3b,56,PageRank,
cw09,3b,57,PageRank,0.3627733720413364
cw09,3b,58,PageRank,0.6660409872270975
cw09,3b,59,PageRank,0.7012700528450193
cw09,3b,60,PageRank,0.21905409041525228
cw09,3b,61,PageRank,0.2817220022811092
cw09,3b,62,PageRank,0.11602240648613946
cw09,3b,63,PageRank,0.12273361940916698
cw09,3b,64,PageRank,0.5218633450470374
cw09,3b,65,PageRank,0.4847622458460703
cw09,3b,66,PageRank,0.22327884538901396
cw09,3b,67,PageRank,0.6722261965361699
cw09,3b,68,PageRank,
cw09,3b,69,PageRank,
cw09,3b,70,PageRank,0.12217637418940483
cw09,3b,71,PageRank,0.28098879315268577
cw09,3b,72,PageRank,0.6215945121641618
cw09,3b,73,PageRank,0.2596592991547714
cw09,3b,74,PageRank,
cw09,3b,75,PageRank,0.5035137093117428
cw09,3b,76,PageRank,0.2348785990221709
cw09,3b,77,PageRank,
cw09,3b,78,PageRank,0.37006885210057816
cw09,3b,79,PageRank,0.15882235975984269
cw09,3b,80,PageRank,0.8611375561264454
cw09,3b,81,PageRank,0.330034660237339
cw09,3b,82,PageRank,0.25153549718617146
cw09,3b,83,PageRank,0.5939304002440184
cw09,3b,84,PageRank,0.4319078058317903
cw09,3b,85,PageRank,
cw09,3b,86,PageRank,0.17664037763537804
cw09,3b,87,PageRank,0.2596870489614617
cw09,3b,88,PageRank,0.11200278075758777
cw09,3b,89,PageRank,0.4199166744355605
cw09,3b,90,PageRank,0.5015417878765491
cw09,3b,91,PageRank,0.5743027888869814
cw09,3b,92,PageRank,0.3415289423341119
cw09,3b,93,PageRank,
cw09,3b,94,PageRank,
cw09,3b,96,PageRank,0.03403958997294794
cw09,3b,97,PageRank,0.9668728882728055
cw09,3b,98,PageRank,0.4050438487487858
cw09,3b,99,PageRank,0.3114608836393599
cw09,3b,101,PageRank,0.5063793599915664
cw09,3b,102,PageRank,0.6072358148052823
