collection,model,query,aggregator,NDCG_10
cw09,3b,103,PageRank,0.544953810116228
cw09,3b,104,PageRank,0.15457433957839825
cw09,3b,105,PageRank,0.7057973669794123
cw09,3b,106,PageRank,
cw09,3b,107,PageRank,0.44534847005695666
cw09,3b,108,PageRank,0.24966402870278917
cw09,3b,109,PageRank,0.09478836436955078
cw09,3b,110,PageRank,0.3812278908590575
cw09,3b,111,PageRank,0.3283416336766211
cw09,3b,112,PageRank,
cw09,3b,113,PageRank,
cw09,3b,114,PageRank,0.15122683541175133
cw09,3b,115,PageRank,
cw09,3b,116,PageRank,0.34917455244458895
cw09,3b,117,PageRank,0.4172747273624616
cw09,3b,118,PageRank,0.6219491076233307
cw09,3b,119,PageRank,0.5055885176333172
cw09,3b,120,PageRank,0.20265924764375143
cw09,3b,121,PageRank,0.8482291584993337
cw09,3b,122,PageRank,0.5065267082131061
cw09,3b,123,PageRank,0.667905452944332
cw09,3b,124,PageRank,0.35816149125386
cw09,3b,125,PageRank,0.034482383019389544
cw09,3b,126,PageRank,0.1208113026994942
cw09,3b,127,PageRank,0.034715610968388634
cw09,3b,128,PageRank,0.44819280790494953
cw09,3b,129,PageRank,0.4673791184803735
cw09,3b,130,PageRank,0.3564770739789257
cw09,3b,131,PageRank,0.15048880767085435
cw09,3b,132,PageRank,0.5266128295913879
cw09,3b,133,PageRank,0.8364586133797036
cw09,3b,134,PageRank,0.37566986542073233
cw09,3b,135,PageRank,0.5833416105149332
cw09,3b,136,PageRank,0.15825605086721442
cw09,3b,137,PageRank,0.22344746285088182
cw09,3b,138,PageRank,0.5648901044069581
cw09,3b,139,PageRank,0.23135481079154177
cw09,3b,140,PageRank,0.32662592711430266
cw09,3b,141,PageRank,
cw09,3b,142,PageRank,0.22009176629808017
cw09,3b,143,PageRank,0.8482378089219645
cw09,3b,144,PageRank,0.540944308582535
cw09,3b,145,PageRank,0.3972102977587762
cw09,3b,146,PageRank,0.2877560684732092
cw09,3b,147,PageRank,0.8464134707954624
cw09,3b,148,PageRank,0.25533855556293344
cw09,3b,149,PageRank,0.13886244387355454
cw09,3b,150,PageRank,0.3707939824574927
cw09,3b,151,PageRank,0.3733055295762153
cw09,3b,152,PageRank,
cw09,3b,153,PageRank,0.2675582054603736
cw09,3b,154,PageRank,0.14522110498028862
cw09,3b,155,PageRank,0.42914113378860647
cw09,3b,156,PageRank,0.2569855470646216
cw09,3b,157,PageRank,0.017665632376179966
cw09,3b,158,PageRank,0.021285779410405246
cw09,3b,159,PageRank,0.08514311764162098
cw09,3b,160,PageRank,
cw09,3b,161,PageRank,
cw09,3b,162,PageRank,0.13520006885139224
cw09,3b,163,PageRank,0.10730912003097104
cw09,3b,164,PageRank,0.06625422345438903
cw09,3b,165,PageRank,0.5715141690725839
cw09,3b,166,PageRank,
cw09,3b,167,PageRank,0.4738030716227381
cw09,3b,168,PageRank,0.450271789736313
cw09,3b,169,PageRank,0.2470989040965918
cw09,3b,170,PageRank,
cw09,3b,171,PageRank,0.2942816323980527
cw09,3b,172,PageRank,0.2727750994981858
cw09,3b,173,PageRank,0.3743806172976453
cw09,3b,174,PageRank,0.8701249883466592
cw09,3b,175,PageRank,0.5299464831790986
cw09,3b,176,PageRank,0.1041266032304147
cw09,3b,177,PageRank,
cw09,3b,178,PageRank,0.23440650992329987
cw09,3b,179,PageRank,
cw09,3b,180,PageRank,0.096896909850838
cw09,3b,181,PageRank,0.031901110107587144
cw09,3b,182,PageRank,0.10730912003097104
cw09,3b,183,PageRank,0.13882663979416301
cw09,3b,184,PageRank,0.40346228142267715
cw09,3b,185,PageRank,0.10858854847821182
cw09,3b,186,PageRank,0.3302470788982972
cw09,3b,187,PageRank,0.17260686131315572
cw09,3b,188,PageRank,
cw09,3b,189,PageRank,0.16815228646891084
cw09,3b,190,PageRank,0.07878665069033607
cw09,3b,191,PageRank,0.016563555863597257
cw09,3b,192,PageRank,0.7875905759848791
cw09,3b,193,PageRank,0.46390161344825054
cw09,3b,194,PageRank,0.2887693561294199
cw09,3b,195,PageRank,
cw09,3b,196,PageRank,0.23790918264513436
cw09,3b,197,PageRank,0.5405302785758654
cw09,3b,198,PageRank,0.07624721978940002
cw09,3b,199,PageRank,0.40471641146949494
cw09,3b,200,PageRank,0.4328873466306461
